Date,Category,Product,Sales Quantity,Stock Level,Weather,Local Event
2024-01-27,Beverages,Juice,78,114,Rainy,Festival
2024-01-27,Beverages,Soda,88,152,Rainy,None
2024-01-27,Beverages,Energy Drink,18,86,Sunny,None
2024-01-27,Bakery,Bread,86,125,Cloudy,Sports Event
2024-01-27,Bakery,Croissant,13,109,Cloudy,None
2024-01-27,Bakery,Cake,96,134,Rainy,Holiday
2024-01-27,Bakery,Biscuits,93,138,Rainy,None
2024-01-27,Bakery,Muffin,53,125,Cloudy,None
2024-01-27,Frozen Foods,Frozen Peas,46,84,Sunny,None
2024-01-27,Frozen Foods,Ice Cream,80,148,Cloudy,Festival
2024-01-27,Frozen Foods,Frozen Pizza,53,127,Rainy,None
2024-01-27,Frozen Foods,French Fries,56,82,Rainy,Festival
2024-01-27,Frozen Foods,Chicken Nuggets,20,63,Sunny,Festival
2024-01-27,Snacks,Chips,5,73,Sunny,None
2024-01-27,Snacks,Popcorn,84,119,Rainy,None
2024-01-27,Snacks,Cookies,96,121,Cloudy,Festival
2024-01-27,Snacks,Chocolates,47,92,Rainy,None
2024-01-27,Snacks,Dry Fruits,37,82,Sunny,None
2024-01-28,Fruits,Mango,67,153,Sunny,None
2024-01-28,Fruits,Banana,6,39,Rainy,None
2024-01-28,Fruits,Apple,94,157,Sunny,Festival
2024-01-28,Fruits,Orange,92,137,Sunny,None
2024-01-28,Fruits,Grapes,44,129,Rainy,Holiday
2024-01-28,Vegetables,Tomato,83,179,Cloudy,None
2024-01-28,Vegetables,Potato,52,73,Cloudy,Holiday
2024-01-28,Vegetables,Onion,59,90,Rainy,Sports Event
2024-01-28,Vegetables,Carrot,82,117,Cloudy,None
2024-01-28,Vegetables,Spinach,10,106,Rainy,None
2024-01-28,Dairy,Milk,56,126,Cloudy,None
2024-01-28,Dairy,Cheese,23,48,Cloudy,Sports Event
2024-01-28,Dairy,Butter,52,78,Cloudy,None
2024-01-28,Dairy,Yogurt,19,102,Cloudy,None
2024-01-28,Dairy,Paneer,27,99,Sunny,None
2024-01-28,Beverages,Tea,7,96,Sunny,None
2024-01-28,Beverages,Coffee,76,116,Sunny,None
2024-01-28,Beverages,Juice,76,130,Cloudy,Holiday
2024-01-28,Beverages,Soda,18,47,Rainy,None
2024-01-28,Beverages,Energy Drink,38,98,Rainy,Festival
2024-01-28,Bakery,Bread,21,107,Rainy,Sports Event
2024-01-28,Bakery,Croissant,5,36,Cloudy,None
2024-01-28,Bakery,Cake,17,40,Rainy,Festival
2024-01-28,Bakery,Biscuits,6,37,Sunny,Festival
2024-01-28,Bakery,Muffin,10,37,Sunny,None
2024-01-28,Frozen Foods,Frozen Peas,67,143,Cloudy,None
2024-01-28,Frozen Foods,Ice Cream,6,33,Rainy,None
2024-01-28,Frozen Foods,Frozen Pizza,57,86,Sunny,Sports Event
2024-01-28,Frozen Foods,French Fries,12,67,Sunny,None
2024-01-28,Frozen Foods,Chicken Nuggets,18,91,Rainy,None
2024-01-28,Snacks,Chips,25,94,Rainy,Holiday
2024-01-28,Snacks,Popcorn,92,118,Sunny,None
2024-01-28,Snacks,Cookies,42,99,Rainy,Sports Event
2024-01-28,Snacks,Chocolates,90,153,Rainy,Holiday
2024-01-28,Snacks,Dry Fruits,10,46,Cloudy,Festival
2024-01-29,Fruits,Mango,28,98,Rainy,None
2024-01-29,Fruits,Banana,25,114,Sunny,None
2024-01-29,Fruits,Apple,43,95,Cloudy,Festival
2024-01-29,Fruits,Orange,96,172,Rainy,None
2024-01-29,Fruits,Grapes,56,117,Rainy,None
2024-01-29,Vegetables,Tomato,79,121,Rainy,None
2024-01-29,Vegetables,Potato,91,141,Cloudy,None
2024-01-29,Vegetables,Onion,89,110,Rainy,None
2024-01-29,Vegetables,Carrot,88,142,Cloudy,None
2024-01-29,Vegetables,Spinach,22,113,Sunny,Sports Event
2024-01-29,Dairy,Milk,57,86,Cloudy,Festival
2024-01-29,Dairy,Cheese,15,100,Rainy,None
2024-01-29,Dairy,Butter,37,103,Sunny,Festival
2024-01-29,Dairy,Yogurt,72,133,Cloudy,None
2024-01-29,Dairy,Paneer,98,136,Rainy,Festival
2024-01-29,Beverages,Tea,58,157,Sunny,None
2024-01-29,Beverages,Coffee,38,110,Sunny,None
2024-01-29,Beverages,Juice,61,85,Rainy,None
2024-01-29,Beverages,Soda,17,65,Cloudy,Sports Event
2024-01-29,Beverages,Energy Drink,62,157,Rainy,None
2024-01-29,Bakery,Bread,32,128,Sunny,None
2024-01-29,Bakery,Croissant,6,32,Rainy,Sports Event
2024-01-29,Bakery,Cake,80,115,Cloudy,None
2024-01-29,Bakery,Biscuits,64,156,Cloudy,Sports Event
2024-01-29,Bakery,Muffin,9,103,Rainy,Festival
2024-01-29,Frozen Foods,Frozen Peas,45,117,Rainy,None
2024-01-29,Frozen Foods,Ice Cream,11,70,Cloudy,None
2024-01-29,Frozen Foods,Frozen Pizza,89,178,Sunny,None
2024-01-29,Frozen Foods,French Fries,30,110,Sunny,Holiday
2024-01-29,Frozen Foods,Chicken Nuggets,89,148,Sunny,None
2024-01-29,Snacks,Chips,20,100,Cloudy,None
2024-01-29,Snacks,Popcorn,84,134,Sunny,None
2024-01-29,Snacks,Cookies,48,79,Rainy,Sports Event
2024-01-29,Snacks,Chocolates,96,124,Sunny,Holiday
2024-01-29,Snacks,Dry Fruits,58,105,Cloudy,None
2024-01-30,Fruits,Mango,81,158,Rainy,None
2024-01-30,Fruits,Banana,42,129,Sunny,None
2024-01-30,Fruits,Apple,60,151,Sunny,Holiday
2024-01-30,Fruits,Orange,78,140,Sunny,None
2024-01-30,Fruits,Grapes,19,43,Sunny,None
2024-01-30,Vegetables,Tomato,55,84,Rainy,Holiday
2024-01-30,Vegetables,Potato,22,121,Sunny,None
2024-01-30,Vegetables,Onion,40,126,Sunny,Sports Event
2024-01-30,Vegetables,Carrot,22,84,Cloudy,None
2024-01-30,Vegetables,Spinach,82,105,Sunny,None
2024-01-30,Dairy,Milk,49,118,Cloudy,None
2024-01-30,Dairy,Cheese,84,179,Sunny,None
2024-01-30,Dairy,Butter,5,63,Rainy,None
2024-01-30,Dairy,Yogurt,95,149,Rainy,Sports Event
2024-01-30,Dairy,Paneer,43,111,Rainy,None
2024-01-30,Beverages,Tea,26,49,Sunny,None
2024-01-30,Beverages,Coffee,72,162,Cloudy,None
2024-01-30,Beverages,Juice,92,142,Cloudy,Holiday
2024-01-30,Beverages,Soda,55,117,Rainy,Sports Event
2024-01-30,Beverages,Energy Drink,53,152,Sunny,Festival
2024-01-30,Bakery,Bread,19,65,Rainy,None
2024-01-30,Bakery,Croissant,40,126,Rainy,None
2024-01-30,Bakery,Cake,53,148,Cloudy,None
2024-01-30,Bakery,Biscuits,72,135,Cloudy,None
2024-01-30,Bakery,Muffin,57,155,Cloudy,Holiday
2024-01-30,Frozen Foods,Frozen Peas,41,81,Cloudy,None
2024-01-30,Frozen Foods,Ice Cream,41,137,Cloudy,None
2024-01-30,Frozen Foods,Frozen Pizza,22,119,Rainy,None
2024-01-30,Frozen Foods,French Fries,88,159,Cloudy,None
2024-01-30,Frozen Foods,Chicken Nuggets,11,74,Sunny,None
2024-01-30,Snacks,Chips,38,123,Sunny,None
2024-01-30,Snacks,Popcorn,46,106,Sunny,None
2024-01-30,Snacks,Cookies,14,43,Rainy,None
2024-01-30,Snacks,Chocolates,55,95,Sunny,Festival
2024-01-30,Snacks,Dry Fruits,82,131,Sunny,None
2024-01-31,Fruits,Mango,21,109,Rainy,None
2024-01-31,Fruits,Banana,99,170,Sunny,Holiday
2024-01-31,Fruits,Apple,47,129,Cloudy,Festival
2024-01-31,Fruits,Orange,37,69,Rainy,None
2024-01-31,Fruits,Grapes,66,128,Sunny,Holiday
2024-01-31,Vegetables,Tomato,14,39,Sunny,Sports Event
2024-01-31,Vegetables,Potato,62,102,Cloudy,None
2024-01-31,Vegetables,Onion,91,130,Rainy,None
2024-01-31,Vegetables,Carrot,32,56,Sunny,None
2024-01-31,Vegetables,Spinach,74,150,Sunny,Sports Event
2024-01-31,Dairy,Milk,69,91,Rainy,None
2024-01-31,Dairy,Cheese,44,130,Sunny,None
2024-01-31,Dairy,Butter,59,130,Sunny,Sports Event
2024-01-31,Dairy,Yogurt,60,134,Cloudy,None
2024-01-31,Dairy,Paneer,81,173,Sunny,None
2024-01-31,Beverages,Tea,23,49,Rainy,None
2024-01-31,Beverages,Coffee,46,124,Sunny,None
2024-01-31,Beverages,Juice,51,72,Cloudy,None
2024-01-31,Beverages,Soda,23,59,Sunny,Holiday
2024-01-31,Beverages,Energy Drink,75,133,Sunny,None
2024-01-31,Bakery,Bread,29,117,Rainy,None
2024-01-31,Bakery,Croissant,92,140,Sunny,None
2024-01-31,Bakery,Cake,28,61,Sunny,None
2024-01-31,Bakery,Biscuits,61,92,Rainy,None
2024-01-31,Bakery,Muffin,92,186,Cloudy,None
2024-01-31,Frozen Foods,Frozen Peas,5,103,Sunny,Festival
2024-01-31,Frozen Foods,Ice Cream,28,107,Sunny,None
2024-01-31,Frozen Foods,Frozen Pizza,31,126,Sunny,None
2024-01-31,Frozen Foods,French Fries,5,34,Cloudy,None
2024-01-31,Frozen Foods,Chicken Nuggets,66,103,Rainy,None
2024-01-31,Snacks,Chips,96,133,Cloudy,None
2024-01-31,Snacks,Popcorn,97,160,Rainy,Holiday
2024-01-31,Snacks,Cookies,38,128,Rainy,None
2024-01-31,Snacks,Chocolates,63,91,Cloudy,Festival
2024-01-31,Snacks,Dry Fruits,76,146,Cloudy,None
2024-02-01,Fruits,Mango,18,67,Cloudy,Holiday
2024-02-01,Fruits,Banana,29,76,Rainy,None
2024-02-01,Fruits,Apple,26,76,Cloudy,None
2024-02-01,Fruits,Orange,42,116,Cloudy,None
2024-02-01,Fruits,Grapes,5,31,Sunny,None
2024-02-01,Vegetables,Tomato,9,78,Rainy,None
2024-02-01,Vegetables,Potato,16,53,Rainy,None
2024-02-01,Vegetables,Onion,98,134,Cloudy,None
2024-02-01,Vegetables,Carrot,99,152,Rainy,None
2024-02-01,Vegetables,Spinach,49,126,Cloudy,None
2024-02-01,Dairy,Milk,48,82,Rainy,Sports Event
2024-02-01,Dairy,Cheese,36,122,Cloudy,None
2024-02-01,Dairy,Butter,78,148,Cloudy,None
2024-02-01,Dairy,Yogurt,97,164,Sunny,None
2024-02-01,Dairy,Paneer,70,93,Rainy,None
2024-02-01,Beverages,Tea,21,92,Rainy,Festival
2024-02-01,Beverages,Coffee,78,106,Cloudy,None
2024-02-01,Beverages,Juice,25,68,Rainy,Holiday
2024-02-01,Beverages,Soda,63,85,Sunny,None
2024-02-01,Beverages,Energy Drink,52,125,Cloudy,None
2024-02-01,Bakery,Bread,93,152,Sunny,Sports Event
2024-02-01,Bakery,Croissant,82,114,Cloudy,None
2024-02-01,Bakery,Cake,40,61,Sunny,Festival
2024-02-01,Bakery,Biscuits,70,141,Cloudy,Sports Event
2024-02-01,Bakery,Muffin,26,100,Cloudy,None
2024-02-01,Frozen Foods,Frozen Peas,62,93,Sunny,None
2024-02-01,Frozen Foods,Ice Cream,43,75,Sunny,None
2024-02-01,Frozen Foods,Frozen Pizza,16,48,Rainy,None
2024-02-01,Frozen Foods,French Fries,44,143,Sunny,None
2024-02-01,Frozen Foods,Chicken Nuggets,9,39,Rainy,Sports Event
2024-02-01,Snacks,Chips,60,89,Rainy,Festival
2024-02-01,Snacks,Popcorn,71,162,Cloudy,None
2024-02-01,Snacks,Cookies,75,160,Rainy,None
2024-02-01,Snacks,Chocolates,36,75,Sunny,None
2024-02-01,Snacks,Dry Fruits,84,128,Cloudy,None
2024-02-02,Fruits,Mango,49,79,Rainy,Festival
2024-02-02,Fruits,Banana,95,184,Rainy,Sports Event
2024-02-02,Fruits,Apple,90,188,Sunny,Sports Event
2024-02-02,Fruits,Orange,41,109,Sunny,None
2024-02-02,Fruits,Grapes,9,46,Rainy,None
2024-02-02,Vegetables,Tomato,41,124,Rainy,None
2024-02-02,Vegetables,Potato,52,115,Rainy,None
2024-02-02,Vegetables,Onion,20,93,Rainy,None
2024-02-02,Vegetables,Carrot,32,53,Rainy,None
2024-02-02,Vegetables,Spinach,84,162,Sunny,None
2024-02-02,Dairy,Milk,57,121,Sunny,None
2024-02-02,Dairy,Cheese,62,108,Rainy,None
2024-02-02,Dairy,Butter,46,112,Sunny,None
2024-02-02,Dairy,Yogurt,73,145,Cloudy,None
2024-02-02,Dairy,Paneer,52,90,Sunny,Holiday
2024-02-02,Beverages,Tea,58,128,Cloudy,Holiday
2024-02-02,Beverages,Coffee,7,90,Sunny,Holiday
2024-02-02,Beverages,Juice,62,156,Cloudy,None
2024-02-02,Beverages,Soda,43,108,Rainy,None
2024-02-02,Beverages,Energy Drink,79,163,Cloudy,None
2024-02-02,Bakery,Bread,35,82,Cloudy,Festival
2024-02-02,Bakery,Croissant,47,133,Cloudy,None
2024-02-02,Bakery,Cake,86,169,Rainy,None
2024-02-02,Bakery,Biscuits,6,59,Rainy,Holiday
2024-02-02,Bakery,Muffin,14,109,Rainy,Holiday
2024-02-02,Frozen Foods,Frozen Peas,74,142,Cloudy,None
2024-02-02,Frozen Foods,Ice Cream,94,174,Sunny,None
2024-02-02,Frozen Foods,Frozen Pizza,30,121,Sunny,None
2024-02-02,Frozen Foods,French Fries,20,40,Sunny,None
2024-02-02,Frozen Foods,Chicken Nuggets,51,83,Cloudy,None
2024-02-02,Snacks,Chips,70,143,Cloudy,Sports Event
2024-02-02,Snacks,Popcorn,62,143,Cloudy,None
2024-02-02,Snacks,Cookies,93,123,Sunny,None
2024-02-02,Snacks,Chocolates,68,108,Cloudy,None
2024-02-02,Snacks,Dry Fruits,89,172,Rainy,None
2024-02-03,Fruits,Mango,97,125,Cloudy,None
2024-02-03,Fruits,Banana,14,62,Rainy,None
2024-02-03,Fruits,Apple,88,144,Rainy,Holiday
2024-02-03,Fruits,Orange,45,144,Rainy,None
2024-02-03,Fruits,Grapes,42,92,Rainy,Holiday
2024-02-03,Vegetables,Tomato,77,173,Rainy,None
2024-02-03,Vegetables,Potato,53,115,Cloudy,None
2024-02-03,Vegetables,Onion,46,72,Rainy,None
2024-02-03,Vegetables,Carrot,31,108,Rainy,None
2024-02-03,Vegetables,Spinach,77,123,Sunny,None
2024-02-03,Dairy,Milk,46,117,Sunny,None
2024-02-03,Dairy,Cheese,71,96,Sunny,None
2024-02-03,Dairy,Butter,57,142,Rainy,Festival
2024-02-03,Dairy,Yogurt,91,112,Rainy,Festival
2024-02-03,Dairy,Paneer,28,112,Sunny,None
2024-02-03,Beverages,Tea,5,27,Rainy,Festival
2024-02-03,Beverages,Coffee,92,175,Sunny,Holiday
2024-02-03,Beverages,Juice,69,112,Cloudy,Holiday
2024-02-03,Beverages,Soda,28,75,Cloudy,None
2024-02-03,Beverages,Energy Drink,58,156,Cloudy,None
2024-02-03,Bakery,Bread,15,99,Cloudy,None
2024-02-03,Bakery,Croissant,72,134,Sunny,None
2024-02-03,Bakery,Cake,14,108,Rainy,Holiday
2024-02-03,Bakery,Biscuits,45,114,Cloudy,Sports Event
2024-02-03,Bakery,Muffin,43,65,Cloudy,Sports Event
2024-02-03,Frozen Foods,Frozen Peas,37,104,Cloudy,None
2024-02-03,Frozen Foods,Ice Cream,75,126,Rainy,None
2024-02-03,Frozen Foods,Frozen Pizza,36,83,Sunny,None
2024-02-03,Frozen Foods,French Fries,60,114,Rainy,None
2024-02-03,Frozen Foods,Chicken Nuggets,59,158,Rainy,None
2024-02-03,Snacks,Chips,73,143,Rainy,None
2024-02-03,Snacks,Popcorn,57,112,Sunny,None
2024-02-03,Snacks,Cookies,84,144,Rainy,None
2024-02-03,Snacks,Chocolates,25,88,Cloudy,None
2024-02-03,Snacks,Dry Fruits,33,106,Rainy,None
2024-02-04,Fruits,Mango,84,163,Cloudy,None
2024-02-04,Fruits,Banana,99,196,Sunny,None
2024-02-04,Fruits,Apple,52,85,Cloudy,None
2024-02-04,Fruits,Orange,62,139,Cloudy,Sports Event
2024-02-04,Fruits,Grapes,6,66,Cloudy,Sports Event
2024-02-04,Vegetables,Tomato,86,121,Sunny,None
2024-02-04,Vegetables,Potato,16,40,Sunny,None
2024-02-04,Vegetables,Onion,36,129,Cloudy,None
2024-02-04,Vegetables,Carrot,49,77,Sunny,None
2024-02-04,Vegetables,Spinach,22,50,Rainy,Holiday
2024-02-04,Dairy,Milk,82,126,Cloudy,None
2024-02-04,Dairy,Cheese,46,94,Cloudy,None
2024-02-04,Dairy,Butter,86,162,Sunny,Sports Event
2024-02-04,Dairy,Yogurt,84,178,Rainy,Holiday
2024-02-04,Dairy,Paneer,66,149,Rainy,None
2024-02-04,Beverages,Tea,86,163,Cloudy,None
2024-02-04,Beverages,Coffee,93,169,Rainy,None
2024-02-04,Beverages,Juice,82,153,Sunny,None
2024-02-04,Beverages,Soda,9,97,Cloudy,None
2024-02-04,Beverages,Energy Drink,36,88,Rainy,None
2024-02-04,Bakery,Bread,80,128,Cloudy,None
2024-02-04,Bakery,Croissant,34,62,Rainy,None
2024-02-04,Bakery,Cake,7,72,Sunny,Festival
2024-02-04,Bakery,Biscuits,48,102,Cloudy,None
2024-02-04,Bakery,Muffin,6,86,Rainy,None
2024-02-04,Frozen Foods,Frozen Peas,68,118,Cloudy,Holiday
2024-02-04,Frozen Foods,Ice Cream,86,182,Rainy,None
2024-02-04,Frozen Foods,Frozen Pizza,48,141,Cloudy,None
2024-02-04,Frozen Foods,French Fries,38,87,Cloudy,None
2024-02-04,Frozen Foods,Chicken Nuggets,59,145,Sunny,None
2024-02-04,Snacks,Chips,61,104,Sunny,None
2024-02-04,Snacks,Popcorn,64,141,Sunny,Sports Event
2024-02-04,Snacks,Cookies,70,100,Cloudy,Holiday
2024-02-04,Snacks,Chocolates,22,93,Rainy,None
2024-02-04,Snacks,Dry Fruits,57,135,Rainy,None
2024-02-05,Fruits,Mango,34,61,Rainy,None
2024-02-05,Fruits,Banana,77,116,Sunny,None
2024-02-05,Fruits,Apple,79,177,Cloudy,None
2024-02-05,Fruits,Orange,44,89,Cloudy,None
2024-02-05,Fruits,Grapes,54,115,Sunny,None
2024-02-05,Vegetables,Tomato,45,97,Cloudy,Sports Event
2024-02-05,Vegetables,Potato,20,62,Cloudy,None
2024-02-05,Vegetables,Onion,16,107,Sunny,None
2024-02-05,Vegetables,Carrot,73,141,Rainy,None
2024-02-05,Vegetables,Spinach,83,115,Sunny,None
2024-02-05,Dairy,Milk,22,71,Rainy,None
2024-02-05,Dairy,Cheese,43,95,Rainy,None
2024-02-05,Dairy,Butter,42,63,Sunny,Sports Event
2024-02-05,Dairy,Yogurt,54,111,Rainy,Festival
2024-02-05,Dairy,Paneer,31,91,Rainy,None
2024-02-05,Beverages,Tea,66,114,Rainy,Holiday
2024-02-05,Beverages,Coffee,26,51,Rainy,None
2024-02-05,Beverages,Juice,18,59,Cloudy,None
2024-02-05,Beverages,Soda,75,144,Sunny,None
2024-02-05,Beverages,Energy Drink,14,88,Cloudy,None
2024-02-05,Bakery,Bread,56,77,Sunny,Holiday
2024-02-05,Bakery,Croissant,55,132,Rainy,None
2024-02-05,Bakery,Cake,7,85,Rainy,None
2024-02-05,Bakery,Biscuits,68,106,Cloudy,None
2024-02-05,Bakery,Muffin,77,172,Sunny,Holiday
2024-02-05,Frozen Foods,Frozen Peas,98,185,Sunny,Holiday
2024-02-05,Frozen Foods,Ice Cream,96,178,Sunny,Sports Event
2024-02-05,Frozen Foods,Frozen Pizza,81,141,Rainy,None
2024-02-05,Frozen Foods,French Fries,84,151,Cloudy,None
2024-02-05,Frozen Foods,Chicken Nuggets,15,92,Rainy,Sports Event
2024-02-05,Snacks,Chips,19,98,Cloudy,None
2024-02-05,Snacks,Popcorn,47,146,Rainy,None
2024-02-05,Snacks,Cookies,36,119,Cloudy,None
2024-02-05,Snacks,Chocolates,91,176,Rainy,Sports Event
2024-02-05,Snacks,Dry Fruits,30,78,Cloudy,None
2024-02-06,Fruits,Mango,29,96,Sunny,None
2024-02-06,Fruits,Banana,94,131,Sunny,None
2024-02-06,Fruits,Apple,25,109,Sunny,Sports Event
2024-02-06,Fruits,Orange,74,137,Sunny,None
2024-02-06,Fruits,Grapes,44,66,Cloudy,Festival
2024-02-06,Vegetables,Tomato,50,99,Sunny,None
2024-02-06,Vegetables,Potato,15,103,Cloudy,None
2024-02-06,Vegetables,Onion,70,120,Sunny,None
2024-02-06,Vegetables,Carrot,50,106,Cloudy,Holiday
2024-02-06,Vegetables,Spinach,35,65,Cloudy,None
2024-02-06,Dairy,Milk,31,52,Cloudy,None
2024-02-06,Dairy,Cheese,62,86,Sunny,Holiday
2024-02-06,Dairy,Butter,24,104,Rainy,None
2024-02-06,Dairy,Yogurt,29,50,Sunny,Festival
2024-02-06,Dairy,Paneer,74,134,Sunny,Sports Event
2024-02-06,Beverages,Tea,5,75,Sunny,Sports Event
2024-02-06,Beverages,Coffee,16,83,Sunny,None
2024-02-06,Beverages,Juice,39,134,Rainy,None
2024-02-06,Beverages,Soda,26,122,Sunny,Sports Event
2024-02-06,Beverages,Energy Drink,7,79,Cloudy,None
2024-02-06,Bakery,Bread,37,128,Rainy,None
2024-02-06,Bakery,Croissant,20,115,Sunny,Sports Event
2024-02-06,Bakery,Cake,43,108,Rainy,None
2024-02-06,Bakery,Biscuits,51,114,Sunny,None
2024-02-06,Bakery,Muffin,91,160,Sunny,Holiday
2024-02-06,Frozen Foods,Frozen Peas,19,74,Sunny,None
2024-02-06,Frozen Foods,Ice Cream,90,189,Sunny,Festival
2024-02-06,Frozen Foods,Frozen Pizza,86,154,Rainy,Sports Event
2024-02-06,Frozen Foods,French Fries,94,182,Cloudy,None
2024-02-06,Frozen Foods,Chicken Nuggets,94,142,Cloudy,Sports Event
2024-02-06,Snacks,Chips,83,151,Sunny,Sports Event
2024-02-06,Snacks,Popcorn,21,63,Sunny,None
2024-02-06,Snacks,Cookies,62,95,Sunny,None
2024-02-06,Snacks,Chocolates,23,95,Cloudy,None
2024-02-06,Snacks,Dry Fruits,86,128,Rainy,Sports Event
2024-02-07,Fruits,Mango,22,114,Sunny,Holiday
2024-02-07,Fruits,Banana,58,94,Cloudy,None
2024-02-07,Fruits,Apple,38,82,Rainy,None
2024-02-07,Fruits,Orange,89,119,Cloudy,Festival
2024-02-07,Fruits,Grapes,65,164,Cloudy,None
2024-02-07,Vegetables,Tomato,20,79,Rainy,None
2024-02-07,Vegetables,Potato,25,94,Cloudy,None
2024-02-07,Vegetables,Onion,21,72,Sunny,None
2024-02-07,Vegetables,Carrot,31,70,Sunny,None
2024-02-07,Vegetables,Spinach,96,168,Sunny,None
2024-02-07,Dairy,Milk,88,177,Cloudy,None
2024-02-07,Dairy,Cheese,5,94,Sunny,Festival
2024-02-07,Dairy,Butter,83,128,Sunny,None
2024-02-07,Dairy,Yogurt,58,148,Rainy,Sports Event
2024-02-07,Dairy,Paneer,35,113,Cloudy,None
2024-02-07,Beverages,Tea,21,54,Rainy,None
2024-02-07,Beverages,Coffee,67,111,Cloudy,Holiday
2024-02-07,Beverages,Juice,86,123,Sunny,Festival
2024-02-07,Beverages,Soda,68,159,Rainy,None
2024-02-07,Beverages,Energy Drink,87,136,Sunny,None
2024-02-07,Bakery,Bread,67,97,Cloudy,Sports Event
2024-02-07,Bakery,Croissant,98,136,Cloudy,None
2024-02-07,Bakery,Cake,41,139,Sunny,None
2024-02-07,Bakery,Biscuits,30,51,Cloudy,None
2024-02-07,Bakery,Muffin,90,159,Rainy,None
2024-02-07,Frozen Foods,Frozen Peas,94,188,Rainy,None
2024-02-07,Frozen Foods,Ice Cream,33,63,Sunny,Festival
2024-02-07,Frozen Foods,Frozen Pizza,54,87,Rainy,None
2024-02-07,Frozen Foods,French Fries,13,43,Cloudy,None
2024-02-07,Frozen Foods,Chicken Nuggets,71,143,Cloudy,None
2024-02-07,Snacks,Chips,32,126,Cloudy,None
2024-02-07,Snacks,Popcorn,14,76,Cloudy,None
2024-02-07,Snacks,Cookies,90,130,Rainy,Festival
2024-02-07,Snacks,Chocolates,73,96,Rainy,None
2024-02-07,Snacks,Dry Fruits,39,79,Rainy,None
2024-02-08,Fruits,Mango,76,138,Cloudy,None
2024-02-08,Fruits,Banana,90,187,Cloudy,Sports Event
2024-02-08,Fruits,Apple,16,101,Rainy,Festival
2024-02-08,Fruits,Orange,33,59,Rainy,Holiday
2024-02-08,Fruits,Grapes,48,97,Sunny,None
2024-02-08,Vegetables,Tomato,74,99,Cloudy,None
2024-02-08,Vegetables,Potato,28,81,Cloudy,None
2024-02-08,Vegetables,Onion,90,133,Sunny,Holiday
2024-02-08,Vegetables,Carrot,80,156,Cloudy,None
2024-02-08,Vegetables,Spinach,75,117,Sunny,Holiday
2024-02-08,Dairy,Milk,90,144,Sunny,Holiday
2024-02-08,Dairy,Cheese,86,183,Rainy,Festival
2024-02-08,Dairy,Butter,12,84,Cloudy,Holiday
2024-02-08,Dairy,Yogurt,53,102,Cloudy,None
2024-02-08,Dairy,Paneer,30,106,Sunny,Festival
2024-02-08,Beverages,Tea,44,102,Rainy,None
2024-02-08,Beverages,Coffee,82,154,Rainy,Holiday
2024-02-08,Beverages,Juice,86,130,Cloudy,None
2024-02-08,Beverages,Soda,73,159,Cloudy,None
2024-02-08,Beverages,Energy Drink,24,54,Cloudy,None
2024-02-08,Bakery,Bread,27,107,Cloudy,None
2024-02-08,Bakery,Croissant,23,100,Sunny,Festival
2024-02-08,Bakery,Cake,86,146,Sunny,Festival
2024-02-08,Bakery,Biscuits,82,126,Cloudy,Sports Event
2024-02-08,Bakery,Muffin,83,182,Cloudy,None
2024-02-08,Frozen Foods,Frozen Peas,67,154,Cloudy,None
2024-02-08,Frozen Foods,Ice Cream,32,129,Sunny,Sports Event
2024-02-08,Frozen Foods,Frozen Pizza,87,136,Rainy,None
2024-02-08,Frozen Foods,French Fries,86,180,Rainy,None
2024-02-08,Frozen Foods,Chicken Nuggets,10,69,Sunny,Holiday
2024-02-08,Snacks,Chips,6,98,Cloudy,None
2024-02-08,Snacks,Popcorn,78,152,Sunny,None
2024-02-08,Snacks,Cookies,10,48,Cloudy,None
2024-02-08,Snacks,Chocolates,37,96,Sunny,None
2024-02-08,Snacks,Dry Fruits,12,88,Rainy,None
2024-02-09,Fruits,Mango,91,145,Rainy,Holiday
2024-02-09,Fruits,Banana,57,130,Rainy,Sports Event
2024-02-09,Fruits,Apple,66,140,Rainy,Festival
2024-02-09,Fruits,Orange,50,91,Cloudy,Festival
2024-02-09,Fruits,Grapes,43,97,Sunny,None
2024-02-09,Vegetables,Tomato,12,85,Sunny,None
2024-02-09,Vegetables,Potato,44,97,Cloudy,Sports Event
2024-02-09,Vegetables,Onion,21,73,Cloudy,None
2024-02-09,Vegetables,Carrot,84,112,Sunny,Holiday
2024-02-09,Vegetables,Spinach,97,193,Sunny,None
2024-02-09,Dairy,Milk,73,102,Rainy,None
2024-02-09,Dairy,Cheese,17,101,Sunny,None
2024-02-09,Dairy,Butter,12,41,Sunny,Holiday
2024-02-09,Dairy,Yogurt,71,101,Rainy,None
2024-02-09,Dairy,Paneer,53,83,Rainy,None
2024-02-09,Beverages,Tea,43,115,Rainy,None
2024-02-09,Beverages,Coffee,60,80,Rainy,None
2024-02-09,Beverages,Juice,34,65,Cloudy,None
2024-02-09,Beverages,Soda,35,122,Cloudy,None
2024-02-09,Beverages,Energy Drink,79,154,Sunny,None
2024-02-09,Bakery,Bread,68,99,Cloudy,None
2024-02-09,Bakery,Croissant,59,140,Rainy,None
2024-02-09,Bakery,Cake,81,155,Cloudy,None
2024-02-09,Bakery,Biscuits,28,91,Sunny,None
2024-02-09,Bakery,Muffin,35,82,Cloudy,None
